title,pageURL,text,imgURL
,,"
マスクを付けた家族のイラスト
",https://1.bp.blogspot.com/-0LvRZyGghYc/Xpa059h0r8I/AAAAAAABYYs/ZdkBm0mSHHoMUaCwyae_JB4oSdGtVvfzwCNcBGAsYHQ/s72-c/mask_reji_sheet.png
,,"



",https://1.bp.blogspot.com/-hrRb-90c6mE/XobEoJ5sR7I/AAAAAAABYBU/iR_4WMtLFBMSqExM9nz2F6r4hdfggxAyQCNcBGAsYHQ/s72-c/thumbnail_kansen_yobou.jpg
,,"
ビニールシート越しにレジを打つ店員のイラスト
",https://1.bp.blogspot.com/-Jp9rK0m7xkg/XobM07IyalI/AAAAAAABYCs/fIA9vSVIF3oNGqDxVoPFVop0FE3WyrQMQCNcBGAsYHQ/s72-c/thumbnail_kansen_yobou_animal_h.jpg
,,"



",https://1.bp.blogspot.com/-iwSmn-z5QuA/XovudA3Vq_I/AAAAAAABYNM/TvFaH3A_nREbhbvqSc3jlQ3nW4dfv2fngCNcBGAsYHQ/s72-c/medical_sanmitsu_set.png
,,"
マスクを付けてレジを打つ店員のイラスト
",https://1.bp.blogspot.com/-fMPMslaekuY/XobM0w_Ip4I/AAAAAAABYCw/dUmnpQaCIuoE_Edt3NbxG4WAxea3cnZCwCNcBGAsYHQ/s72-c/thumbnail_kansen_yobou_animal.jpg
,,"



",https://1.bp.blogspot.com/-He1F0oSUS_g/XpQFpgqMpTI/AAAAAAABYXg/01O-WFZSzesZtpNE2urubDLmCheJpACbgCNcBGAsYHQ/s72-c/thumbnail_mark_network_status.jpg
,,"
いろいろなオンラインステータスのイラスト文字
",https://1.bp.blogspot.com/-lyLVHHpccpw/XpbN6hyvM5I/AAAAAAABYZs/5oXIW3jMzP0PGWHVY9n4K-peoibJ9FXlACNcBGAsYHQ/s72-c/thumbnail_kinshi_contact.jpg
,,"



",https://1.bp.blogspot.com/-5cVUy9dpYEM/V3PdheU3ktI/AAAAAAAA8Dc/xTSN5GAJKxEKEcqA9pS1HHXc0KXZVYRdgCLcB/s1600/line_stamp_banner.jpg
,,"
いろいろなオンラインステータスのイラスト
",https://3.bp.blogspot.com/-VPV626YowGA/U0fTXj3EpnI/AAAAAAAAe4w/Y0gI0e0Tev0/s180/pyoko_button_more.png
,,"



",https://www.blogger.com/img/icon18_edit_allbkg.gif
,,"
洗って使えるマスクのイラスト
",
,,"



",
,,"
いろいろな自宅待機のイラスト文字
",
,,"



",
,,"
ナイトクラブのイラスト
",
,,"



",
,,"
「こちらの席のご利用はお控えください」のイラスト
",
,,"



",
,,"
「間隔をあけてお座り下さい」のイラスト
",
,,"



",
,,"
「間隔をあけてお並び下さい」のイラスト
",
,,"



",
,,"
マスクを付けた店員のイラスト（男性）
",
,,"



",
,,"
マスクを付けた店員のイラスト（女性）
",
,,"



",
,,"
いろいろな濃厚接触禁止のマーク
",
,,"



",
